id,date,views,forwards,edit_date,reactions.results,media.photo.date,media.photo.sizes,cleaned_message,category,status,measurement,city,area,amount,currency
8734,2023-08-07,1742,4,2023-08-07,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 16, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 6, 'chosen_order': None}]",,,کـــود 0- K224   زمين  مزارشريف: سرک محکمه ، لب سرک  فروش فی متر | 600$ با جور آمد     صاحب زمين | 0790296670     براي معلومات و ثبت جايداد  خدمات مشتريان | 0784105555,زمين,"فروش, ",متر,مزارشریف,سرک محکمه ،,600,$
8732,2023-08-05,2343,1,2023-08-05,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 10, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0- K223   زمين  مزارشريف: کارته خراسان کوچه ۷ ،نبش سرک  فروش | 250$ با جور آمد     صاحب زمين | 0730933988   براي معلومات و ثبت جايداد  خدمات مشتريان | 0784105555,زمين,"فروش, ",,مزارشریف,کارته خراسان کوچه,250,$
8720,2023-07-29,3990,3,2023-07-29,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 19, 'chosen_order': None}]",,,کـــود 0- K221   زمين  مزارشريف: خراسان کوچه ۴  فروش | في متر 60$ با جور آمد     صاحب زمين | 0792856225   براي معلومات و ثبت جايداد  خدمات مشتريان | 0784105555,زمين,"فروش, ",متر,مزارشریف,خراسان کوچه ۴,60,$
8714,2023-07-29,3489,1,2023-07-29,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 12, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 4, 'chosen_order': None}]",,,"کـــود 0- H411   حويلي  مزارشريف: پروژه امام حسین  0766763118 |  صاحب حویلی  فروش |11,000$ با جور آمد     براي معلومات و ثبت زمین   0784105555 | ","حویلی, زمین, حويلي","فروش, ",,مزارشریف,پروژه امام حسین,11000,$
8707,2023-07-27,3946,2,2023-07-27,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 11, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 9, 'chosen_order': None}]",,,کـــود 0- K220    زمين  مزارشريف: کارته باختر کوچه ۷  فروش | في متر 200$ با جور آمد     صاحب زمين | 0795743474   براي معلومات و ثبت جايداد  خدمات مشتريان | 0784105555,زمين,"فروش, ",متر,مزارشریف,کارته باختر کوچه,200,$
8701,2023-07-24,5230,0,2023-07-24,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 18, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 6, 'chosen_order': None}]",,,"کـــود 0- H277   حويلي  مزارشريف: شیرآباد،نوآباد افغانیه  فروش | 950,000 افغانی با جور آمد     براي معلومات و ثبت زمین   0784105555 | ","زمین, حويلي","فروش, ",,مزارشریف,شیرآباد،نوآباد افغانیه فروش,12025.31646,$
8694,2023-07-23,4691,4,2023-07-23,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 19, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 11, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0- H410   حويلي  مزارشريف: کارته نوبهار شرق کوچه ۶  فروش | 60000$ با جور آمد     براي معلومات و ثبت زمین   0784105555 |,"زمین, حويلي","فروش, ",,مزارشریف,کارته نوبهار شرق,60000,$
8686,2023-07-22,4330,0,2023-07-22,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}]",,,کـــود 1-B23 اپارتمان  کابل: تایمنی  فروش 75000$ با جور آمد    براي معلومات و ثبت زمین   با ما در ارتباط باشید. 0782821919,"زمین, اپارتمان","فروش, ",,کابل,تایمنی فروش 75000$,75000,$
8685,2023-07-22,4281,0,2023-07-22,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 7, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 2, 'chosen_order': None}]",,,کـــود 1-H96   حویلی   کابل: حوزه پانزدهم شهرک توحید   فروش | 45000$ براي معلومات و ثبت زمین   با ما در ارتباط باشید. 0782821919,"حویلی, زمین","فروش, ",,کابل,حوزه پانزدهم شهرک,45000,$
8684,2023-07-22,4471,1,2023-07-22,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 16, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}]",,,"کـــود 0- H409   حويلي  مزارشريف: گذر مارمل کوچه کاتب زاده  فروش | 84,000$ با جور آمد     براي معلومات و ثبت زمین   0784105555 | ","زمین, حويلي","فروش, ",,مزارشریف,گذر مارمل کوچه,84000,$
8680,2023-07-19,5732,3,2023-07-19,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 36, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-K219   زمين  مزارشريف: بابه قمبر، نبش سرك  فروش | في متر 350$ با جور آمد     صاحب زمين | 0799073773   براي معلومات و ثبت جايداد  خدمات مشتريان | 0784105555,زمين,"فروش, ",متر,مزارشریف,بابه قمبر، نبش,350,$
8657,2023-05-24,7013,0,2023-05-28,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 3, 'chosen_order': None}]",,,کـــود 1-B50  بلاک  کابل:سرك پنجم پروژه تیمنی  فروش |37000$  با جور آمد  براي معلومات و ثبت زمین  0782821919 |,"زمین, بلاک","فروش, ",,کابل,,37000,$
8655,2023-04-28,11116,3,2023-04-28,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 21, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 14, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🔥'}, 'count': 1, 'chosen_order': None}]",,,کـــود 1-K28   زمین   کابل:گل باع قريه تنگي سيدا لب سرك    فروش |   في جريب 45لك افغاني با جور امد براي معلومات و ثبت زمین    بخش مشتریان | 0782821919  بخش مشتریان | 0771251436,زمین,"فروش, ",جریب,کابل,,57375,$
8653,2023-04-28,9485,0,2023-04-28,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 9, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 8, 'chosen_order': None}]",,,کـــود 1-B49  بلاک  کابل:كارته نو شهرك طلايي  فروش |في متراژ 440$  با جور آمد  براي معلومات و ثبت زمین  0782821919 |  0785337298,"زمین, بلاک","فروش, ",متر,کابل,,440,$
8650,2023-04-28,8929,0,2023-04-28,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 11, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 2, 'chosen_order': None}]",,,کـــود 1-H93  حویلی  کابل:سه راهي علاوالدين  فروش |50000$  با جور آمد  براي معلومات و ثبت زمین   0782821919 |    0781402487|,"حویلی, زمین","فروش, ",,کابل,,50000,$
8641,2023-03-28,12454,1,2023-03-28,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 10, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 6, 'chosen_order': None}]",,,کـــود 1-H92  حویلی  کابل: ناحیه ياردهم 315  فروش |115000$  با جور آمد  براي معلومات و ثبت زمین   0782821919 |,"حویلی, زمین","فروش, ",,کابل,ناحیه ياردهم 315,115000,$
8640,2023-03-18,14618,2,2023-03-18,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 18, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤔'}, 'count': 12, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤨'}, 'count': 8, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😱'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0-H397   حويلي  مزارشريف: كارته آريانا  فروش | 190000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كارته آريانا فروش,190000,$
8634,2023-03-18,11004,5,2023-03-18,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 13, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤔'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 4, 'chosen_order': None}]",,,کـــود 0-H401   حويلي  مزارشريف: كارته بخدي  فروش | 87000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كارته بخدي فروش,87000,$
8629,2023-03-16,10581,2,2023-03-16,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 15, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 7, 'chosen_order': None}]",,,کـــود 0-K155   زمين  مزارشريف: بابه یادگار  فروش | في متر 19$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",متر,مزارشریف,بابه یادگار فروش,19,$
8623,2023-03-15,9437,2,2023-03-15,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 10, 'chosen_order': None}]",,,کـــود 0-K218   زمين  مزارشريف: شهرک متحد  فروش | في متر 22$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",متر,مزارشریف,شهرک متحد فروش,22,$
8618,2023-03-15,8914,3,2023-03-15,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 8, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👀'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😱'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H407   حويلي  مزارشريف: کارته صلح  فروش | 65000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,کارته صلح فروش,65000,$
8609,2023-03-14,8657,2,2023-03-14,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 10, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😱'}, 'count': 7, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤨'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0-K86   زمين  مزارشريف:چوک محب  فروش | في متر 330$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",متر,مزارشریف,,330,$
8606,2023-03-13,8171,2,2023-03-14,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😐'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👏'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-BG34   بلاك  مزارشريف: کابل فلز  گروي | 21000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, بلاك","گرو, ",,مزارشریف,کابل فلز گروي,21000,$
8600,2023-03-13,7792,3,2023-03-13,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 18, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👏'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-K178   زمين  مزارشريف:بابه یادگار  فروش | في متر 30$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",متر,مزارشریف,,30,$
8595,2023-03-13,7408,0,2023-03-13,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 2, 'chosen_order': None}]",,,"کـــود 1-H56  حویلی  کابل: ناحیه هشتم، سرک سوم شاه شهید  فروش |55,000$  با جور آمد  براي معلومات و ثبت زمین   0782821919 | ","حویلی, زمین","فروش, ",,کابل,ناحیه هشتم، سرک,55000,$
8590,2023-03-12,7355,0,2023-03-12,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 11, 'chosen_order': None}]",,,کـــود 0-H406   حويلي  مزارشريف: شیرآباد  فروش | 50000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,شیرآباد فروش |,50000,$
8585,2023-03-12,6938,0,2023-03-12,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 5, 'chosen_order': None}]",,,"کـــود 1-B54  بلاک  کابل: خیرخانه، هوتل پروان  فروش |49,000$  با جور آمد  براي معلومات و ثبت زمین   0782821919 | ","زمین, بلاک","فروش, ",,کابل,خیرخانه، هوتل پروان,49000,$
8583,2023-03-12,6709,4,2023-03-12,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 11, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤔'}, 'count': 10, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😱'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤝'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0-K217   زمين  مزارشريف: دشت شادیان  فروش | في متر 222افغانی با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",متر,مزارشریف,دشت شادیان فروش,2.810126582,$
8581,2023-03-12,6689,1,2023-03-12,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 2, 'chosen_order': None}]",,,کـــود 0-H361   حويلي  مزارشريف: كارته اماني  فروش | 120000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كارته اماني فروش,120000,$
8577,2023-03-11,6836,1,2023-03-11,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 11, 'chosen_order': None}]",,,"کـــود 1-H74   حویلی   کابل: دارلامان   فروش | 37,000$ با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919","حویلی, زمین","فروش, ",,کابل,دارلامان فروش |,37000,$
8563,2023-03-09,7052,1,2023-03-09,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 8, 'chosen_order': None}]",,,کـــود 0-K201   زمين   مزارشريف: نوشاد اول  فروش | في متر 120$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",متر,مزارشریف,نوشاد اول فروش,120,$
8561,2023-03-08,7124,1,2023-03-08,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 9, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H405   حويلي  مزارشريف: فقير آباد  فروش | 24000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,فقير آباد فروش,24000,$
8556,2023-03-08,6965,2,2023-03-08,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 13, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🤔'}, 'count': 7, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👎'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👏'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👀'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H404   حويلي  مزارشريف: كارته آريانا  فروش | 72000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كارته آريانا فروش,72000,$
8554,2023-03-07,6828,0,2023-03-07,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}]",,,"کـــود 1-B54  بلاک  کابل: خیرخانه، هوتل پروان  فروش |49,000$  با جور آمد  براي معلومات و ثبت زمین   0782821919 | ","زمین, بلاک","فروش, ",,کابل,خیرخانه، هوتل پروان,49000,$
8552,2023-03-07,6700,3,2023-03-07,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '🥰'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😐'}, 'count': 4, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}]",,,کـــود 0-K206   زمين  مزارشريف: عقب مزار هوتل  فروش |في متر 150$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",متر,مزارشریف,عقب مزار هوتل,150,$
8547,2023-03-07,6472,2,2023-03-07,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 10, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '✍'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👏'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H380   حويلي   مزارشريف: چوك شمع  فروش | 13000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,چوك شمع فروش,13000,$
8545,2023-03-07,6366,1,2023-03-07,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}]",,,کـــود 0-H217   حويلي  مزارشريف: كابل فلز  فروش | 180000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كابل فلز فروش,180000,$
8540,2023-03-07,6136,1,2023-03-07,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}]",,,"کـــود 1-B48  بلاک  کابل: سرک قصبه، بلاک عرب ها  فروش |15,000$  با جور آمد     براي معلومات و ثبت زمین   0782821919 | ","زمین, بلاک","فروش, ",,کابل,سرک قصبه، بلاک,15000,$
8535,2023-03-06,6234,0,2023-03-06,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 7, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😐'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-K215   زمين  مزارشريف: قلعه غازي ها  فروش | في متر 130$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, زمين","فروش, ",متر,مزارشریف,قلعه غازي ها,130,$
8533,2023-03-06,6254,12,2023-03-06,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 10, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👏'}, 'count': 4, 'chosen_order': None}]",,,کـــود 0-H403   حويلي  مزارشريف: چوك ذبيح الله  فروش | 37000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,چوك ذبيح الله,37000,$
8526,2023-03-06,5921,0,2023-03-06,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 8, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 2, 'chosen_order': None}]",,,کـــود 1-K32   زمین   کابل: بالاحصار، شهدای صالحین    فروش | 4 لک افغانی فی بیسوه با جور آمد    براي معلومات و ثبت زمین    بخش مشتریان | 0782821919,زمین,"فروش, ",بیسوه,کابل,بالاحصار، شهدای صالحین,5100,$
8524,2023-03-05,5888,0,2023-03-06,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 5, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '😱'}, 'count': 2, 'chosen_order': None}]",,,"کـــود 1-B55  بلاک  کابل: خیرخانه، لب جر  فروش |40,000$  با جور آمد  گروی   |15,000$  با جور آمد  براي معلومات و ثبت زمین   0782821919 | ","زمین, بلاک","فروش, گروی, گرو, ",,کابل,خیرخانه، لب جر,40000,$
8522,2023-03-05,5944,3,2023-03-05,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 2, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 1, 'chosen_order': None}]",,,کـــود 0-H361   حويلي   مزارشريف: كارته اماني  فروش | 120000$  با جور آمد     براي معلومات و ثبت زمین   0798576666 |,"زمین, حويلي","فروش, ",,مزارشریف,كارته اماني فروش,120000,$
8511,2023-03-05,5597,0,2023-03-05,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👀'}, 'count': 3, 'chosen_order': None}]",,,کـــود 0-BG33   بلاك  مزارشريف: شورتاكذار  گروي | 20000$ با جور آمد     براي معلومات و ثبت زمین   0798576666 |  صاحب بلاك | 0790626666,"زمین, بلاك","گرو, ",,مزارشریف,شورتاكذار گروي |,20000,$
8504,2023-03-04,5522,0,2023-03-04,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 3, 'chosen_order': None}, {'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '❤'}, 'count': 1, 'chosen_order': None}]",,,"کـــود 1-H91   حویلی   کابل: کارته نوع، ایستگاه نساجی  فروش | 120,000 $ با جور آمد     براي معلومات و ثبت زمین   0782821919 | ","حویلی, زمین","فروش, ",,کابل,کارته نوع، ایستگاه,120000,$
8493,2023-03-02,5972,0,2023-03-02,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 6, 'chosen_order': None}]",,,"کـــود 1-B53  بلاک  کابل: خیرخانه، حصه سه مستقیم   فروش |42,000$  با جور آمد  براي معلومات و ثبت زمین   0782821919 | ","زمین, بلاک","فروش, ",,کابل,خیرخانه، حصه سه,42000,$
8486,2023-03-02,5635,1,2023-03-02,"[{'_': 'ReactionCount', 'reaction': {'_': 'ReactionEmoji', 'emoticon': '👍'}, 'count': 5, 'chosen_order': None}]",,,کـــود 1-H90   حویلی   کابل: سناتوریم، عقب وزارت انرژی و آب  فروش | 35 لک افغانی با جور آمد     براي معلومات و ثبت زمین   0782821919 |,"حویلی, زمین","فروش, ",,کابل,سناتوریم، عقب وزارت,44625,$
